RK,Pick,YEAR,HEIGHT,PLAYER,TEAM,CONF,POS,Role,MIN%,PRPG!,D-PRPG,BPM,OBPM,DBPM,ORTG,D-Rtg,USG,EFG,TS,OR,DR,AST,TO,A/TO,BLK,STL,FTR,FC/40,Dunks,Close 2,Far 2,FT,2P,3PR,3P/100,3P
91,-,Sr,6-0,Lorenzo McCloud,Pacific,BW,Scoring PG,70.6,2.1,2.1,0.5,1.1,-0.7,101.0,105.0,25.7,44.6,53.2,2.1,10.3,30.0,21.4,1.5,0.3,2.1,61.3,2.6,0-0,0.000,0.508,0.394,0.784,0.436,4.9,42-133,0.316
92,-,Sr,6-0,Deon Tresvant,Cal St. Northridge,BW,null,44.5,2.1,2.5,3.5,3.4,0.2,106.1,100.2,22.8,56.8,58.3,1.5,5.8,13.3,20.1,0.8,0.3,2.4,12.3,2.4,0-0,0.000,0.000,0.000,0.768,0.509,14.1,113-280,0.404
93,-,Sr,6-3,Ty Johnson,UC Davis,BW,Scoring PG,53.4,2.1,3.3,0.7,0.0,0.7,94.9,100.2,33.5,44.6,50.7,3.0,12.5,22.8,20.1,0.8,0.4,3.7,45.8,3.3,8-11,0.727,0.478,0.424,0.756,0.449,6.2,84-290,0.290
94,-,Sr,6-3,Roderick Bobbitt,Hawaii,BW,Pure PG,84.2,2.1,3.9,3.3,0.7,2.5,103.7,95.6,20.7,45.6,53.3,3.3,9.1,29.2,22.6,2.0,0.6,4.0,52.2,3.3,4-4,1.000,0.563,0.353,0.771,0.456,6.7,79-260,0.304
95,-,Sr,6-3,Eddie Stansberry,Hawaii,BW,Combo G,75.4,2.1,2.9,1.0,1.3,-0.3,106.7,103.4,19.3,51.2,55.0,1.1,10.0,6.8,10.0,1.0,0.7,1.5,18.7,2.0,0-0,0.000,0.600,0.366,0.843,0.476,13.9,154-437,0.352
96,-,Sr,5-10,Jaron Martin,UC Irvine,BW,Scoring PG,43.1,2.1,2.2,2.7,2.7,0.0,107.8,102.7,21.8,51.7,53.4,1.7,6.9,18.7,14.9,1.6,0.2,1.7,18.0,2.1,0-0,0.000,0.452,0.376,0.791,0.409,10.8,178-430,0.414
97,-,Sr,6-2,Michael Williams,Cal St. Fullerton,BW,Combo G,68.9,2.1,2.3,0.8,1.8,-1.0,102.6,106.4,22.2,50.4,53.3,1.4,10.7,13.2,15.5,1.0,0.3,1.3,26.1,2.8,4-4,1.000,0.532,0.381,0.717,0.460,10.1,219-595,0.368
98,-,Sr,6-6,Travis Fulton,Pacific,BW,Wing G,66.8,2.1,2.1,3.2,3.5,-0.2,109.4,103.0,20.1,51.2,54.1,7.0,15.9,15.9,13.9,1.5,0.6,1.8,22.7,2.0,1-1,1.000,0.574,0.444,0.764,0.490,7.6,72-198,0.364
99,-,Sr,6-8,Tavrion Dawson,Cal St. Northridge,BW,Wing F,69.6,2.0,1.9,-0.2,1.4,-1.6,103.6,110.7,23.7,49.3,54.2,6.6,17.0,11.0,13.9,0.9,1.8,1.5,35.2,3.1,15-16,0.938,0.636,0.403,0.726,0.515,4.3,51-187,0.273
100,-,Sr,6-6,Devin Tillis,UC Irvine,BW,Wing F,53.4,2.0,2.8,3.9,2.0,1.9,115.8,96.9,17.6,58.6,62.2,7.2,20.9,13.6,18.4,1.4,0.3,1.7,28.0,3.6,0-0,0.000,0.679,0.468,0.791,0.615,5.1,85-240,0.354
101,-,Jr,6-1,Isaiah Moses,UC Riverside,BW,Scoring PG,65.6,2.0,2.0,0.2,1.0,-0.8,105.3,110.7,23.4,48.6,52.4,1.3,8.7,24.2,18.4,1.7,0.1,1.9,25.4,2.6,0-0,0.000,0.509,0.438,0.887,0.464,9.6,94-276,0.341
102,-,Sr,6-3,Jaylen Bland,UC Riverside,BW,Combo G,60.4,2.0,3.0,2.2,2.1,0.1,101.8,103.2,22.2,49.7,53.6,2.1,12.8,10.5,15.7,0.8,0.9,2.3,24.0,2.3,0-0,0.000,0.404,0.341,0.803,0.373,14.2,194-518,0.375
103,-,Sr,6-7,Jackson Rowe,Cal St. Fullerton,BW,Stretch 4,62.0,2.0,3.0,2.5,1.6,0.9,107.1,101.0,20.4,58.0,61.2,6.5,20.6,12.4,21.6,0.8,3.4,1.4,45.7,3.2,56-60,0.933,0.660,0.383,0.717,0.594,4.1,84-231,0.364
104,-,Sr,6-3,Khalil Ahmad,Cal St. Fullerton,BW,Wing G,65.0,2.0,2.7,0.8,0.9,-0.1,99.5,104.5,26.2,47.6,52.4,2.7,12.5,11.2,15.9,0.7,0.7,2.4,34.1,3.1,44-55,0.800,0.584,0.337,0.797,0.481,9.0,165-528,0.313
105,-,Jr,6-10,Kenny Pohto,UC Santa Barbara,BW,C,53.8,2.0,2.3,2.0,1.6,0.4,109.7,101.2,21.7,53.0,55.2,11.1,15.0,11.9,15.7,1.0,2.3,1.6,37.4,3.2,30-37,0.811,0.667,0.378,0.642,0.568,2.7,27-124,0.218
106,-,Sr,6-9,Bernardo da Silva,Hawaii,BW,C,42.8,2.0,2.7,1.6,0.1,1.5,109.9,97.3,20.7,55.7,56.6,9.1,21.2,8.2,13.1,0.9,3.2,1.3,62.8,4.9,26-30,0.867,0.644,0.390,0.557,0.557,0.0,0-0,0.000
107,-,Sr,6-0,Victor Joseph,Cal Poly,BW,Combo G,63.9,2.0,1.3,-1.3,1.2,-2.5,101.0,116.1,26.2,48.9,52.7,2.3,7.4,12.2,15.6,0.7,0.5,1.6,29.7,3.5,0-0,0.000,0.542,0.341,0.852,0.433,11.1,110-299,0.368
108,-,Sr,6-1,Brett Lauer,UC Irvine,BW,null,51.2,2.0,1.3,1.6,2.4,-0.8,117.6,108.7,16.8,61.8,65.5,1.8,9.1,12.2,17.5,1.3,0.3,1.8,27.7,3.7,0-0,0.000,0.000,0.000,0.824,0.440,11.4,107-238,0.450
109,-,Sr,6-6,Keonte Jones,Cal St. Northridge,BW,PF/C,70.1,2.0,3.6,5.2,1.6,3.5,108.9,97.1,20.8,52.7,57.8,7.2,21.5,18.3,18.8,1.4,6.5,3.1,54.9,4.3,37-40,0.925,0.577,0.366,0.663,0.531,2.1,23-68,0.338
110,-,Sr,5-10,Donovan Fields,Cal Poly,BW,Scoring PG,70.4,1.9,1.6,-1.9,0.0,-1.9,98.7,114.6,26.9,45.1,50.3,1.5,8.8,26.5,16.3,1.6,0.6,2.3,23.5,3.2,0-0,0.000,0.513,0.348,0.878,0.427,6.8,100-294,0.340
111,-,Jr,6-2,TJ Starks,Cal St. Northridge,BW,Combo G,58.1,1.9,2.3,-1.5,0.0,-1.5,90.5,103.8,31.1,45.5,48.3,1.7,7.9,23.3,21.8,0.9,0.2,2.0,28.1,2.9,5-7,0.714,0.520,0.377,0.698,0.459,9.0,98-330,0.297
112,-,Jr,6-6,De'Sean Allen-Eikens,Cal St. Northridge,BW,Wing G,52.1,1.9,2.1,-0.9,0.8,-1.7,101.3,109.0,23.4,50.0,54.9,6.6,11.3,10.3,18.0,0.7,1.3,1.4,45.3,3.1,13-18,0.722,0.565,0.391,0.723,0.512,5.3,95-305,0.311
113,-,Sr,6-2,Lorenzo Keeler,Cal Poly,BW,Combo G,70.7,1.9,1.4,-2.6,0.5,-3.1,99.4,112.4,25.2,43.6,50.7,1.6,8.6,14.7,16.5,0.9,0.2,0.9,36.8,2.5,0-0,0.000,0.500,0.395,0.862,0.393,11.6,154-485,0.318
114,-,Sr,5-10,Michael Hunter,UC Irvine,BW,Combo G,69.8,1.9,1.9,1.4,2.0,-0.5,103.6,107.0,22.2,53.2,56.3,1.6,8.1,18.1,20.2,1.1,0.3,2.9,24.6,2.5,0-0,0.000,0.667,0.344,0.819,0.483,12.0,190-507,0.375
115,-,Sr,6-1,Dikymbe Martin,UC Riverside,BW,Combo G,60.2,1.9,2.1,0.4,1.0,-0.7,104.4,108.2,22.1,51.8,54.4,1.5,9.1,19.3,16.4,1.5,0.2,2.1,21.2,2.5,0-0,0.000,0.596,0.390,0.839,0.450,7.9,164-394,0.416
116,-,Sr,6-1,Alex Harris,Cal St. Fullerton,BW,Scoring PG,70.1,1.9,2.1,1.0,1.3,-0.4,102.1,107.6,23.0,47.3,51.1,2.8,10.8,19.1,15.6,1.5,0.4,2.9,40.0,2.9,23-27,0.852,0.565,0.403,0.684,0.482,8.5,150-487,0.308
117,-,Sr,6-8,Hugh Baxter,UC San Diego,BW,Stretch 4,17.1,1.9,1.2,-0.7,0.7,-1.4,99.5,110.6,21.7,61.2,58.1,2.9,12.0,13.1,18.5,1.1,0.8,1.5,7.9,5.7,0-0,0.000,0.800,0.364,0.700,0.696,12.7,28-75,0.373
118,-,Fr,6-10,Lachlan Olbrich,UC Riverside,BW,PF/C,67.2,1.9,2.5,-0.1,0.2,-0.3,101.9,103.3,23.6,49.8,51.6,10.0,15.8,10.9,16.6,0.8,1.9,1.5,31.1,4.5,7-7,1.000,0.534,0.476,0.556,0.520,4.0,17-62,0.274
119,-,Sr,6-6,Nick Faust,Long Beach St.,BW,Wing G,69.2,1.9,3.0,3.5,1.8,1.7,98.6,96.4,23.0,48.4,51.9,4.0,13.3,16.6,20.3,1.0,1.4,2.4,37.2,3.1,81-89,0.910,0.588,0.301,0.684,0.469,8.8,191-571,0.335
120,-,Sr,6-8,Gibson Johnson,Hawaii,BW,PF/C,56.4,1.9,2.3,1.9,0.9,1.0,106.4,101.5,23.9,54.2,57.6,9.3,15.0,14.0,17.0,0.9,3.1,1.4,49.6,4.7,2-2,1.000,0.691,0.419,0.662,0.561,2.1,13-49,0.265
121,-,Sr,6-2,Noel Coleman,Hawaii,BW,Wing G,54.7,1.9,2.8,1.0,0.5,0.5,104.3,102.6,20.2,50.0,55.0,1.9,9.3,10.7,16.1,1.0,0.6,1.7,29.3,2.0,6-8,0.750,0.531,0.330,0.840,0.460,9.1,177-491,0.360
122,-,Sr,6-3,Marcus Tsohonis,Long Beach St.,BW,Scoring PG,44.1,1.9,2.0,0.2,1.4,-1.2,98.5,103.8,26.5,45.6,48.9,3.1,9.3,17.1,15.3,1.2,0.5,1.6,27.6,2.2,0-0,0.000,0.529,0.401,0.720,0.438,8.4,140-427,0.328
123,-,Sr,6-6,Josh Fox,UC Davis,BW,PF/C,64.8,1.8,2.5,0.6,0.7,-0.1,103.7,102.1,23.3,51.8,54.0,8.2,17.7,13.5,17.0,0.9,1.6,1.2,47.1,3.2,18-19,0.947,0.713,0.414,0.634,0.520,0.5,5-17,0.294
124,-,Sr,6-4,Kyle Allman Jr.,Cal St. Fullerton,BW,Combo G,69.2,1.8,2.4,-1.1,0.0,-1.0,98.3,107.5,24.3,48.1,53.6,1.2,8.9,13.5,18.4,0.9,0.9,1.4,56.1,2.8,27-36,0.750,0.557,0.368,0.735,0.462,5.6,122-347,0.352
125,-,Sr,6-9,Josh Ritchert,UC Davis,BW,Stretch 4,48.1,1.8,1.5,1.6,2.9,-1.3,108.5,108.2,21.3,58.6,60.0,4.5,16.3,8.9,16.0,0.7,2.2,1.3,22.6,3.8,12-15,0.800,0.673,0.399,0.692,0.539,11.5,227-549,0.413
126,-,Jr,6-7,Jesse Byrd,UC Santa Barbara,BW,null,32.1,1.8,1.8,2.7,3.7,-0.9,115.5,96.6,20.4,57.3,58.9,19.0,19.8,8.6,16.0,0.7,0.0,1.7,42.7,3.9,0-0,0.000,0.000,0.000,0.636,0.573,0.0,0-0,0.000
127,-,Sr,6-8,Dreshawn Vance,Cal Poly,BW,null,42.1,1.8,1.5,2.4,2.1,0.4,116.4,102.3,20.1,58.6,61.9,11.0,18.1,5.9,12.1,0.6,6.5,1.9,78.7,3.9,0-0,0.000,0.000,0.000,0.604,0.593,0.5,1-4,0.250
128,-,Sr,6-2,Alex Young,UC Irvine,BW,Scoring PG,71.2,1.8,3.0,2.3,0.8,1.5,104.6,98.6,20.5,45.8,49.9,2.6,10.6,27.9,16.7,2.5,0.8,2.2,31.1,2.9,8-8,1.000,0.503,0.397,0.737,0.441,6.0,126-386,0.326
129,-,Sr,6-4,Jacob Davison,Cal Poly,BW,Wing G,43.6,1.8,2.3,0.9,1.1,-0.2,100.5,102.8,26.6,50.2,53.7,3.3,11.9,13.7,16.8,0.9,1.7,2.2,31.5,3.6,38-45,0.844,0.589,0.330,0.755,0.488,8.5,142-405,0.351
130,-,Jr,5-10,Marcus Crenshaw,Cal St. Fullerton,BW,null,47.4,1.8,1.3,2.7,4.3,-1.6,114.7,106.9,19.8,55.5,55.4,1.5,6.4,19.3,14.0,2.2,0.2,1.3,2.9,1.6,0-0,0.000,0.000,0.000,0.571,0.412,14.1,66-158,0.418
131,-,Sr,6-8,Will Davis II,UC Irvine,BW,C,62.2,1.8,2.8,2.4,1.3,1.1,104.6,96.4,21.3,53.9,55.0,10.5,16.6,5.7,16.8,0.5,6.1,1.1,27.4,2.8,119-139,0.856,0.659,0.425,0.650,0.540,0.0,0-2,0.000
132,-,Sr,6-0,Zalmico Harmon,UC Santa Barbara,BW,Scoring PG,75.5,1.8,2.1,-0.9,-0.3,-0.6,110.7,109.0,15.5,43.8,51.0,1.6,5.0,25.4,17.1,3.3,0.3,1.2,50.3,3.0,0-0,0.000,0.365,0.358,0.787,0.364,4.5,47-128,0.367
133,-,Sr,6-3,DJ Brewton,Cal St. Fullerton,BW,Combo G,56.3,1.8,2.2,0.9,1.1,-0.2,99.6,106.5,25.1,47.6,50.1,4.6,14.9,16.6,16.8,1.0,0.7,2.6,31.7,2.8,15-15,1.000,0.584,0.396,0.702,0.484,5.4,80-267,0.300
134,-,Sr,5-11,Javon Borum,UC Riverside,BW,Scoring PG,77.2,1.8,2.2,0.5,0.6,-0.2,102.3,105.9,21.2,49.0,53.5,1.5,7.5,18.7,20.6,1.2,0.5,2.5,31.3,3.2,0-0,0.000,0.343,0.350,0.804,0.378,9.7,111-283,0.392
135,-,Sr,6-5,Flynn Cameron,UC Riverside,BW,Wing G,44.7,1.8,2.6,1.9,1.1,0.8,102.8,100.3,20.5,52.8,55.1,3.6,15.2,15.6,19.7,1.2,0.6,2.0,21.6,3.8,6-7,0.857,0.540,0.360,0.733,0.479,10.4,178-474,0.376
136,-,Sr,6-8,Gytis Nemeiksa,Hawaii,BW,Stretch 4,49.4,1.8,2.1,2.3,1.8,0.5,110.4,102.0,20.1,52.6,57.1,8.7,18.4,9.2,16.2,0.9,2.1,1.0,36.5,3.7,4-4,1.000,0.617,0.447,0.748,0.556,5.9,39-125,0.312
137,-,Sr,6-2,Damari Milstead,Cal St. Fullerton,BW,Scoring PG,48.2,1.8,2.5,1.7,0.6,1.2,102.9,99.9,22.3,48.3,52.5,2.0,9.3,21.5,18.6,1.5,0.6,3.2,36.3,2.4,0-0,0.000,0.571,0.328,0.776,0.452,6.6,97-271,0.358
138,-,Sr,6-10,Tanner Christensen,Hawaii,BW,PF/C,55.3,1.7,2.0,-0.3,-0.1,-0.2,106.7,107.1,20.8,57.4,58.4,9.9,21.6,11.4,19.4,0.7,3.8,0.8,54.8,5.4,120-129,0.930,0.636,0.341,0.605,0.588,1.3,22-76,0.289
139,-,Sr,6-10,Chris Patton,UC Riverside,BW,C,66.6,1.7,2.0,-0.6,0.5,-1.1,98.7,106.2,27.5,52.8,55.4,8.5,15.6,14.7,20.8,0.5,2.3,1.3,37.2,4.0,15-15,1.000,0.694,0.414,0.662,0.530,0.1,0-2,0.000
140,-,Sr,6-7,Mike Thomas,Hawaii,BW,PF/C,39.8,1.7,2.2,0.8,0.2,0.6,107.6,98.8,21.8,52.4,55.8,10.3,17.2,8.5,15.4,0.6,3.1,1.0,56.5,5.9,33-39,0.846,0.758,0.369,0.671,0.557,2.2,15-76,0.197
141,-,Sr,6-8,Kyle Owens,UC Riverside,BW,Stretch 4,37.4,1.7,1.8,-0.4,0.6,-1.0,109.3,105.0,19.2,48.8,55.4,7.7,16.0,4.8,9.6,0.8,0.6,0.9,38.6,4.4,10-13,0.769,0.642,0.386,0.751,0.503,5.8,71-233,0.305
142,-,Sr,6-9,Tremaine Townsend,Cal St. Northridge,BW,null,68.3,1.7,3.5,2.3,0.6,1.7,105.9,91.0,18.9,52.2,53.3,10.7,25.3,7.0,17.0,0.6,4.2,2.3,27.5,4.4,0-0,0.000,0.000,0.000,0.603,0.530,1.2,10-36,0.278
143,-,Sr,6-5,John Green,UC Santa Barbara,BW,Wing G,37.1,1.7,2.3,0.5,0.6,-0.1,98.7,100.3,26.3,49.1,51.7,6.0,15.3,14.1,16.9,0.9,0.8,1.6,27.7,5.3,14-15,0.933,0.608,0.387,0.671,0.470,6.7,54-149,0.362
144,-,Jr,6-4,Scotty Washington,Cal St. Northridge,BW,Wing G,44.6,1.7,2.0,0.4,1.1,-0.8,107.8,106.8,21.5,51.5,54.7,1.4,8.8,7.8,14.2,0.7,1.2,1.2,25.0,3.1,1-1,1.000,0.438,0.451,0.834,0.446,10.7,123-313,0.393
145,-,Sr,6-5,Cole Anderson,UC Santa Barbara,BW,Combo G,53.5,1.7,1.7,0.3,1.6,-1.3,119.3,111.3,13.9,59.7,63.6,0.8,6.8,6.2,10.2,1.4,0.2,1.1,12.9,2.0,0-0,0.000,0.646,0.393,0.862,0.456,10.7,209-480,0.435
146,-,Sr,6-6,Jer'Vaughn Johnson,Cal St. Fullerton,BW,PF/C,47.9,1.7,2.0,-1.7,-0.7,-1.0,100.1,104.8,22.2,50.6,54.7,8.8,17.3,8.6,20.1,0.5,1.2,1.7,45.1,5.2,12-12,1.000,0.762,0.317,0.694,0.525,1.5,10-48,0.208
147,-,Sr,6-4,Zion Richardson,Cal St. Fullerton,BW,Wing G,31.0,1.7,1.2,1.0,2.0,-1.1,114.2,113.4,20.5,56.7,59.9,5.3,16.4,11.4,17.6,0.8,0.3,1.9,45.2,4.1,0-0,0.000,0.667,0.563,0.851,0.622,10.5,24-67,0.358
148,-,Sr,7-1,Jock Perry,UC Riverside,BW,Stretch 4,17.3,1.7,2.0,2.9,2.2,0.7,109.0,96.5,23.5,55.3,57.5,7.7,17.5,8.8,15.6,0.7,1.8,1.1,17.9,3.8,0-1,0.000,0.674,0.466,0.789,0.559,7.5,39-108,0.361
149,-,Sr,6-6,Ar'mond Davis,UC Santa Barbara,BW,Wing F,50.5,1.7,2.2,1.0,1.5,-0.5,103.7,101.7,23.0,45.5,48.7,4.3,15.2,6.9,11.5,0.8,0.4,1.5,25.5,2.0,13-13,1.000,0.562,0.325,0.782,0.432,11.2,81-252,0.321
150,-,Sr,6-2,Kyle Toth,Cal Poly,BW,Wing G,46.2,1.7,1.4,0.5,2.2,-1.7,115.1,111.2,14.7,55.1,57.0,1.5,11.3,6.7,7.4,2.2,0.3,0.9,10.3,1.8,0-0,0.000,0.654,0.330,0.660,0.444,11.5,126-315,0.400
151,-,Sr,6-0,Peter Pappageorge,Long Beach St.,BW,Combo G,36.7,1.7,1.4,0.3,0.2,0.1,117.9,106.9,12.8,53.8,57.5,0.6,7.6,10.8,12.8,2.1,0.1,1.9,26.0,3.3,0-0,0.000,0.636,0.308,0.843,0.388,9.5,59-151,0.391
152,-,So,6-7,Shane Hanson,UC Davis,BW,null,61.1,1.6,1.2,-0.7,1.9,-2.5,103.8,114.2,19.5,54.5,61.2,3.2,15.3,19.6,19.7,1.4,1.2,1.1,18.0,2.8,0-0,0.000,0.000,0.000,0.882,0.507,10.7,46-122,0.377
153,-,Sr,6-8,Justin McKoy,Hawaii,BW,Stretch 4,24.3,1.6,2.2,1.1,0.3,0.8,105.7,99.7,18.8,51.4,56.8,5.7,19.0,9.6,18.6,0.8,1.2,1.1,36.6,3.5,2-3,0.667,0.570,0.433,0.853,0.512,5.7,52-151,0.344
154,-,Sr,6-3,Joe Mooney,UC Davis,BW,Wing G,41.4,1.6,1.8,1.1,1.5,-0.4,105.8,106.2,20.3,54.2,57.1,1.8,10.7,10.4,14.7,1.0,0.6,2.0,21.8,3.1,0-0,0.000,0.620,0.445,0.835,0.517,11.8,164-441,0.372
155,-,Sr,6-3,Marcus Jackson,UC Santa Barbara,BW,Scoring PG,69.6,1.6,2.2,0.1,1.0,-0.9,103.1,108.6,20.5,50.8,53.2,1.7,8.4,20.7,19.0,1.6,0.6,1.7,28.5,2.0,11-11,1.000,0.625,0.338,0.766,0.458,10.1,214-591,0.362
156,-,Sr,6-6,Joe Ford,Pacific,BW,PF/C,50.8,1.6,2.4,5.3,1.2,4.2,112.1,94.4,17.2,60.9,60.0,10.6,15.3,22.3,25.0,1.7,3.3,3.5,51.8,5.7,12-13,0.923,0.756,0.491,0.554,0.609,0.0,0-0,0.000
157,-,Sr,6-2,Tyler Les,UC Davis,BW,Combo G,50.2,1.6,1.0,0.2,2.2,-2.0,119.6,113.9,13.6,63.5,64.8,1.0,6.5,10.8,17.3,1.5,0.0,0.9,17.4,2.1,0-0,0.000,0.625,0.426,0.845,0.455,11.5,200-457,0.438
158,-,Sr,6-8,Tommy Rutherford,UC Irvine,BW,PF/C,45.1,1.6,2.0,1.2,0.5,0.7,110.1,98.3,21.5,59.6,63.7,11.3,17.0,6.9,21.5,0.4,3.5,0.7,47.4,5.1,27-27,1.000,0.685,0.458,0.691,0.592,0.6,12-26,0.462
159,-,Sr,6-5,Micheal Warren,Cal St. Northridge,BW,Wing G,64.6,1.6,2.0,0.2,0.3,-0.1,105.4,109.6,19.2,50.6,57.4,3.1,14.0,13.5,17.7,1.2,1.1,2.5,43.1,4.3,6-6,1.000,0.560,0.351,0.806,0.481,5.7,84-230,0.365
160,-,Sr,6-7,Titus Shelton,Cal Poly,BW,null,70.3,1.6,2.2,-0.3,-1.0,0.7,101.4,105.0,21.0,53.0,55.8,7.0,12.3,13.5,22.4,0.8,5.2,1.6,47.1,4.2,0-0,0.000,0.000,0.000,0.688,0.531,0.0,0-1,0.000
161,-,Sr,5-9,Brocke Stepteau,Hawaii,BW,Scoring PG,47.1,1.6,2.0,-1.5,-0.6,-0.9,108.6,107.8,17.3,52.6,60.1,1.6,7.0,21.6,21.1,1.8,0.0,0.9,49.2,2.9,0-0,0.000,0.558,0.458,0.841,0.495,5.5,83-220,0.377
162,-,Sr,6-7,Casdon Jardine,Hawaii,BW,Wing F,39.3,1.6,2.1,0.0,0.5,-0.5,107.1,104.3,18.2,54.4,58.2,5.8,15.6,5.3,14.8,0.6,0.9,1.3,29.1,4.0,3-3,1.000,0.568,0.412,0.694,0.503,9.2,81-211,0.384
163,-,Jr,7-6,Mamadou Ndiaye,UC Irvine,BW,C,44.2,1.6,3.0,4.3,0.6,3.6,104.2,90.2,22.9,67.0,64.6,10.3,22.0,3.5,23.1,0.2,11.9,0.4,69.8,5.1,160-167,0.958,0.811,0.414,0.548,0.672,0.0,0-1,0.000
164,-,Sr,6-6,John Mikey Square,Cal St. Fullerton,BW,PF/C,37.5,1.6,1.3,-0.2,-0.4,0.3,117.7,109.4,16.2,58.1,62.6,9.3,12.2,8.3,17.9,0.9,3.9,1.8,88.8,5.7,7-7,1.000,0.608,0.483,0.730,0.579,0.4,7-17,0.412
165,-,Sr,6-9,Brian Bennett,Cal Poly,BW,C,57.1,1.6,1.9,-1.1,0.1,-1.2,103.6,105.5,21.8,49.8,51.2,7.4,16.2,8.3,11.6,0.9,1.1,1.1,21.4,3.8,1-2,0.500,0.651,0.405,0.593,0.500,0.1,0-4,0.000
166,-,Sr,6-9,Jack Purchase,Hawaii,BW,PF/C,51.4,1.6,2.6,2.6,1.8,0.8,109.2,103.1,16.3,55.7,57.3,3.0,18.1,13.9,16.5,1.6,1.9,1.0,18.5,2.9,0-1,0.000,0.750,0.520,0.792,0.600,12.0,193-530,0.364
167,-,Jr,6-3,Nate Pickens,UC Riverside,BW,Wing G,47.9,1.6,1.9,0.2,0.0,0.2,106.4,108.7,18.9,47.4,52.2,4.8,9.9,12.2,15.6,1.4,1.7,1.8,44.7,4.2,11-13,0.846,0.426,0.340,0.744,0.397,7.1,86-227,0.379
168,-,Sr,6-3,Dominick Pickett,UC Riverside,BW,Combo G,54.5,1.5,2.5,0.8,-0.3,1.1,108.8,102.5,15.2,54.4,56.8,1.8,12.3,15.1,17.7,2.1,0.2,2.1,16.3,2.7,0-0,0.000,0.589,0.474,0.889,0.527,8.0,154-415,0.371
169,-,Jr,6-6,Travis Hammonds,Long Beach St.,BW,Stretch 4,38.5,1.5,2.0,3.2,1.6,1.6,106.5,100.4,20.5,54.0,56.7,5.8,15.5,10.5,18.3,0.8,2.1,2.2,35.0,5.1,1-2,0.500,0.645,0.439,0.725,0.494,8.2,82-208,0.394
170,-,Sr,6-2,Deuce Turner,UC Santa Barbara,BW,Combo G,48.3,1.5,1.5,-0.6,1.1,-1.7,103.4,111.0,25.4,48.3,54.1,1.1,8.8,15.2,15.4,1.1,0.4,2.0,33.9,1.9,3-3,1.000,0.560,0.396,0.838,0.465,10.4,126-374,0.337
171,-,Sr,6-3,Brandon Spearman,Hawaii,BW,Wing G,46.7,1.5,1.8,0.4,0.7,-0.3,106.4,105.4,18.0,49.1,51.5,6.5,8.6,8.7,14.4,1.0,0.8,1.9,33.4,3.4,8-10,0.800,0.647,0.370,0.635,0.469,7.4,77-222,0.347
172,-,Sr,6-5,Devin Askew,Long Beach St.,BW,Scoring PG,45.7,1.5,2.5,0.3,0.0,0.2,94.3,103.9,23.0,43.5,49.6,1.2,11.2,23.8,22.5,1.4,0.6,2.3,37.3,2.5,0-0,0.000,0.449,0.385,0.833,0.410,6.7,100-314,0.318
173,-,Sr,6-1,Jalen Harris,Cal St. Fullerton,BW,Combo G,48.2,1.5,2.1,-1.2,-0.4,-0.8,97.3,105.0,25.5,43.6,49.1,2.0,6.6,14.0,15.0,1.1,0.4,1.8,41.7,3.1,0-0,0.000,0.445,0.315,0.768,0.396,7.5,67-195,0.344
174,-,Jr,6-3,CJ Hardy,Cal St. Bakersfield,BW,Combo G,57.3,1.5,1.6,-0.6,0.3,-0.9,107.6,113.4,20.5,47.2,53.7,3.3,10.2,15.0,19.0,1.3,0.4,2.9,52.6,3.1,8-10,0.800,0.473,0.191,0.786,0.377,4.8,27-58,0.466
175,-,Sr,6-0,Juan Munoz,Hawaii,BW,Scoring PG,51.2,1.5,2.0,0.9,1.0,-0.2,104.0,105.2,23.0,52.9,56.2,0.7,10.8,20.1,19.5,1.2,0.3,2.5,28.4,2.8,0-0,0.000,0.473,0.357,0.808,0.420,12.5,222-566,0.392
176,-,Sr,6-9,Jaime Sema,UC Santa Barbara,BW,C,51.8,1.5,2.2,-0.2,-0.8,0.6,106.3,98.1,19.9,56.8,60.2,9.3,14.6,6.7,21.3,0.4,4.4,1.7,49.6,5.3,23-25,0.920,0.707,0.376,0.706,0.572,0.1,0-3,0.000
177,-,Sr,6-7,Taylor Johns,UC Riverside,BW,PF/C,64.9,1.5,3.0,0.4,-0.3,0.7,95.5,100.9,26.3,49.4,52.6,9.1,19.0,12.4,21.8,0.5,6.0,1.7,52.9,3.8,96-112,0.857,0.604,0.340,0.638,0.504,1.6,21-82,0.256
178,-,Sr,6-4,Shawn Lewis,Cal Poly,BW,Wing G,61.9,1.5,2.3,0.1,0.6,-0.5,95.7,102.4,26.3,45.0,50.0,4.4,16.0,15.3,19.1,0.8,1.4,2.3,37.8,3.4,22-26,0.846,0.541,0.308,0.729,0.429,8.8,133-413,0.322
179,-,Sr,6-9,Arinze Chidom,UC Riverside,BW,PF/C,29.9,1.5,2.4,1.1,0.0,1.1,99.7,96.3,25.6,52.1,54.5,7.8,19.0,12.1,18.8,0.7,2.3,2.4,26.2,5.3,8-11,0.727,0.514,0.457,0.669,0.487,6.9,64-161,0.398
180,-,Sr,6-11,Brad Greene,UC Irvine,BW,C,36.2,1.5,2.4,2.3,-0.2,2.4,107.2,90.9,20.9,52.8,57.2,13.3,24.0,7.0,17.7,0.6,7.5,1.2,29.8,6.6,4-4,1.000,0.605,0.454,0.677,0.529,0.1,1-4,0.250
